GENDER,AGE,COUNTRY,TYPE_SPONSOR,NAMA KURSUS,PERCENTAGE STUDENT W1-7,FreqW1,FreqW2,FreqW3,FreqW4,FreqW5,FreqW6,GRADE
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,10,15.71428571,26.93877551,28.86297376,21.99083715,11.78080562,4.039133354,A
MALE,24,MALAYSIA,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,5,10.14285714,17.3877551,18.62973761,14.1940858,7.603974534,2.607076983,A-
MALE,25,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6.5,9.142857143,15.67346939,16.79300292,12.79466889,6.854286904,2.350041224,A-
FEMALE,23,INDIA,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,7.5,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,A
MALE,27,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6.5,11.42857143,19.59183673,20.99125364,15.99333611,8.56785863,2.93755153,A-
MALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,5.5,9.571428571,16.40816327,17.58017493,13.39441899,7.175581603,2.460199407,A-
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6.5,13.28571429,22.7755102,24.40233236,18.59225323,9.960135658,3.414903654,A-
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6,17.28571429,29.63265306,31.74927114,24.18992087,12.95888618,4.44304669,C
MALE,25,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,8.5,12.14285714,20.81632653,22.303207,16.99291962,9.103349795,3.121148501,B
MALE,25,UZBEKISTAN,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,5,17.28571429,29.63265306,31.74927114,24.18992087,12.95888618,4.44304669,B+
FEMALE,24,MALAYSIA,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,8,11.57142857,19.83673469,21.25364431,16.19325281,8.674956863,2.974270925,A
MALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6.5,14.14285714,24.24489796,25.97667638,19.79175344,10.60272506,3.635220019,A
MALE,28,MALAYSIA,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,8,13.57142857,23.26530612,24.9271137,18.99208663,10.17433212,3.488342442,A-
MALE,24,SOMALIA,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,9,17.85714286,30.6122449,32.79883382,24.98958767,13.38727911,4.589924266,A-
MALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,5,10.42857143,17.87755102,19.15451895,14.5939192,7.818171,2.680515771,A-
MALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6.5,13.42857143,23.02040816,24.66472303,18.79216993,10.06723389,3.451623048,B+
MALE,25,CHINA,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,6,23.85714286,40.89795918,43.81924198,33.38608913,17.88540489,6.13213882,B-
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,7,10.28571429,17.63265306,18.89212828,14.3940025,7.711072767,2.643796377,A
MALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,8,10.57142857,18.12244898,19.41690962,14.7938359,7.925269233,2.717235166,A
MALE,24,MALAYSIA,BIASISWA,SISTEM BERASASKAN PENGETAHUAN,8.5,11.28571429,19.34693878,20.72886297,15.79341941,8.460760397,2.900832136,B+
MALE,25,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6.5,13.28571429,22.7755102,24.40233236,18.59225323,9.960135658,3.414903654,F
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6,6,10.28571429,11.02040816,8.396501458,4.498125781,1.542214553,F
MALE,25,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,6.5,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,B+
FEMALE,25,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,8,34.42857143,59.02040816,63.2361516,48.17992503,25.81067412,8.849373985,A
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM BERASASKAN PENGETAHUAN,7.5,11.85714286,20.32653061,21.77842566,16.59308621,8.889153329,3.047709713,A-
FEMALE,24,MALAYSIA,TIADA PENAJA,SISTEM BERASASKAN PENGETAHUAN,9,17.71428571,30.36734694,32.53644315,24.78967097,13.28018088,4.553204872,A
MALE,28,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,7.67,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,C
FEMALE,23,INDONESIA,TIADA PENAJA,SISTEM PENGOPERASIAN,4.67,0.571428571,0.979591837,1.049562682,0.799666805,0.428392932,0.146877577,C-
MALE,26,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.33,3,5.142857143,5.510204082,4.198250729,2.24906289,0.771107277,B+
MALE,25,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9,8.428571429,14.44897959,15.48104956,11.79508538,6.31879574,2.166444254,A
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.67,1.714285714,2.93877551,3.148688047,2.399000416,1.285178795,0.44063273,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,3.142857143,5.387755102,5.772594752,4.39816743,2.356161123,0.807826671,B+
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,1.428571429,2.448979592,2.623906706,1.999167014,1.070982329,0.367193941,B
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,5.5,5.142857143,8.816326531,9.44606414,7.197001249,3.855536384,1.321898189,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,5.83,2.714285714,4.653061224,4.985422741,3.798417326,2.034866425,0.697668488,C+
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9.75,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.33,3.714285714,6.367346939,6.822157434,5.197834236,2.784554055,0.954704247,B-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.17,5.142857143,8.816326531,9.44606414,7.197001249,3.855536384,1.321898189,B+
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,10,4.428571429,7.591836735,8.134110787,6.197417743,3.320045219,1.138301218,A
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12,1,1.714285714,1.836734694,1.39941691,0.74968763,0.257035759,A-
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,4.17,4.142857143,7.102040816,7.609329446,5.79758434,3.105848753,1.06486243,B+
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.75,3.285714286,5.632653061,6.034985423,4.598084132,2.463259356,0.844546065,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.67,2.857142857,4.897959184,5.247813411,3.998334027,2.141964658,0.734387883,A
FEMALE,42,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,10,6.714285714,11.51020408,12.33236152,9.396084965,5.033616945,1.725811524,A
MALE,25,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8,4.714285714,8.081632653,8.658892128,6.597251145,3.534241685,1.211740006,B-
FEMALE,23,INDIA,TIADA PENAJA,SISTEM PENGOPERASIAN,9.75,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,A
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12,0.714285714,1.224489796,1.311953353,0.999583507,0.535491164,0.183596971,A
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,11.5,3.285714286,5.632653061,6.034985423,4.598084132,2.463259356,0.844546065,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.67,5.285714286,9.06122449,9.70845481,7.396917951,3.962634617,1.358617583,A-
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.33,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.17,2.285714286,3.918367347,4.198250729,3.198667222,1.713571726,0.587510306,A
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.33,4.285714286,7.346938776,7.871720117,5.997501041,3.212946986,1.101581824,A
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,7.67,2,3.428571429,3.673469388,2.798833819,1.49937526,0.514071518,A-
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,9,6.857142857,11.75510204,12.59475219,9.596001666,5.140715178,1.762530918,A
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.33,3.857142857,6.612244898,7.084548105,5.397750937,2.891652288,0.991423642,A-
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.33,2.142857143,3.673469388,3.935860058,2.998750521,1.606473493,0.550790912,A
FEMALE,38,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,5.33,3.285714286,5.632653061,6.034985423,4.598084132,2.463259356,0.844546065,A-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.33,2.428571429,4.163265306,4.460641399,3.398583923,1.820669959,0.6242297,A-
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.67,5.857142857,10.04081633,10.75801749,8.196584756,4.391027548,1.505495159,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,13,1.857142857,3.183673469,3.411078717,2.598917118,1.392277027,0.477352124,A-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.75,2.571428571,4.408163265,4.72303207,3.598500625,1.927768192,0.660949094,B+
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.67,2.857142857,4.897959184,5.247813411,3.998334027,2.141964658,0.734387883,A
FEMALE,23,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,12,2.571428571,4.408163265,4.72303207,3.598500625,1.927768192,0.660949094,A
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.75,2.857142857,4.897959184,5.247813411,3.998334027,2.141964658,0.734387883,A
FEMALE,43,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,8,3,5.142857143,5.510204082,4.198250729,2.24906289,0.771107277,B-
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9,3,5.142857143,5.510204082,4.198250729,2.24906289,0.771107277,A
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9,1.428571429,2.448979592,2.623906706,1.999167014,1.070982329,0.367193941,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9.25,3.285714286,5.632653061,6.034985423,4.598084132,2.463259356,0.844546065,A
MALE,25,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8,6.285714286,10.7755102,11.5451895,8.79633486,4.712322247,1.615653342,A-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,3,5.142857143,5.510204082,4.198250729,2.24906289,0.771107277,A
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8,2.142857143,3.673469388,3.935860058,2.998750521,1.606473493,0.550790912,A-
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.75,7.428571429,12.73469388,13.64431487,10.39566847,5.56910811,1.909408495,B+
FEMALE,25,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,13,2.857142857,4.897959184,5.247813411,3.998334027,2.141964658,0.734387883,A
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9.75,6.285714286,10.7755102,11.5451895,8.79633486,4.712322247,1.615653342,A
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,13,2.857142857,4.897959184,5.247813411,3.998334027,2.141964658,0.734387883,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.33,5.428571429,9.306122449,9.970845481,7.596834652,4.069732849,1.395336977,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8,5.428571429,9.306122449,9.970845481,7.596834652,4.069732849,1.395336977,A
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,9,5.142857143,8.816326531,9.44606414,7.197001249,3.855536384,1.321898189,A
FEMALE,37,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,8.75,9.428571429,16.16326531,17.31778426,13.19450229,7.06848337,2.423480013,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.83,5,8.571428571,9.183673469,6.997084548,3.748438151,1.285178795,A
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,5.33,6,10.28571429,11.02040816,8.396501458,4.498125781,1.542214553,A-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,1,1.714285714,1.836734694,1.39941691,0.74968763,0.257035759,A
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10,14.85714286,25.46938776,27.28862974,20.79133694,11.13821622,3.81881699,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10,4.285714286,7.346938776,7.871720117,5.997501041,3.212946986,1.101581824,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,2.857142857,4.897959184,5.247813411,3.998334027,2.141964658,0.734387883,B+
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,5.67,1.285714286,2.204081633,2.361516035,1.799250312,0.963884096,0.330474547,B+
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,A-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.5,3.142857143,5.387755102,5.772594752,4.39816743,2.356161123,0.807826671,A-
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,7.33,1.285714286,2.204081633,2.361516035,1.799250312,0.963884096,0.330474547,A-
MALE,40,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,8.33,3.714285714,6.367346939,6.822157434,5.197834236,2.784554055,0.954704247,B
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.5,3.142857143,5.387755102,5.772594752,4.39816743,2.356161123,0.807826671,A-
MALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.75,5.571428571,9.551020408,10.23323615,7.796751354,4.176831082,1.432056371,A
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12,2,3.428571429,3.673469388,2.798833819,1.49937526,0.514071518,A-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.33,4.714285714,8.081632653,8.658892128,6.597251145,3.534241685,1.211740006,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.5,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,B+
FEMALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,10,2.285714286,3.918367347,4.198250729,3.198667222,1.713571726,0.587510306,C+
FEMALE,25,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.33,5.571428571,9.551020408,10.23323615,7.796751354,4.176831082,1.432056371,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,0.857142857,1.469387755,1.574344023,1.199500208,0.642589397,0.220316365,A
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.5,5.714285714,9.795918367,10.49562682,7.996668055,4.283929315,1.468775765,B
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.5,7.142857143,12.24489796,13.11953353,9.995835069,5.354911644,1.835969706,B+
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7,2,3.428571429,3.673469388,2.798833819,1.49937526,0.514071518,B-
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.75,6.142857143,10.53061224,11.28279883,8.596418159,4.605224014,1.578933948,A-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.5,3,5.142857143,5.510204082,4.198250729,2.24906289,0.771107277,B+
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7,1.714285714,2.93877551,3.148688047,2.399000416,1.285178795,0.44063273,B+
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,0.428571429,0.734693878,0.787172012,0.599750104,0.321294699,0.110158182,A
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.5,3.571428571,6.12244898,6.559766764,4.997917534,2.677455822,0.917984853,A
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,0,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,D
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12.5,3.285714286,5.632653061,6.034985423,4.598084132,2.463259356,0.844546065,A-
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9.5,5.428571429,9.306122449,9.970845481,7.596834652,4.069732849,1.395336977,A
MALE,25,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,4.33,1.428571429,2.448979592,2.623906706,1.999167014,1.070982329,0.367193941,B+
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.75,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,B+
FEMALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12,1,1.714285714,1.836734694,1.39941691,0.74968763,0.257035759,A
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,7.33,4.428571429,7.591836735,8.134110787,6.197417743,3.320045219,1.138301218,A-
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.33,1.142857143,1.959183673,2.099125364,1.599333611,0.856785863,0.293755153,A
MALE,22,BANGLADESH,TIADA PENAJA,SISTEM PENGOPERASIAN,13,20.57142857,35.26530612,37.78425656,28.788005,15.42214553,5.287592755,B+
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12.25,12.85714286,22.04081633,23.61516035,17.99250312,9.638840959,3.304745472,B+
FEMALE,20,SYRIAN ARAB REPUBLIC,TIADA PENAJA,SISTEM PENGOPERASIAN,9,18.85714286,32.32653061,34.63556851,26.38900458,14.13696674,4.846960025,B-
MALE,22,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,11.75,22.14285714,37.95918367,40.67055394,30.98708871,16.6002261,5.69150609,A
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.25,30.14285714,51.67346939,55.36443149,42.18242399,22.59772714,7.747792161,A-
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,11.5,15.71428571,26.93877551,28.86297376,21.99083715,11.78080562,4.039133354,B
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10,34.85714286,59.75510204,64.02332362,48.77967514,26.13196882,8.959532168,A-
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,14.5,12.28571429,21.06122449,22.56559767,17.19283632,9.210448028,3.157867895,A
MALE,29,SOMALIA,TIADA PENAJA,SISTEM PENGOPERASIAN,11,34.14285714,58.53061224,62.71137026,47.78009163,25.59647766,8.775935197,B+
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,15,22.42857143,38.44897959,41.19533528,31.38692212,16.81442256,5.764944878,A
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10.75,18.28571429,31.34693878,33.58600583,25.58933778,13.70857381,4.700082449,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,14,20.28571429,34.7755102,37.25947522,28.3881716,15.20794907,5.214153966,A
MALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,13.75,31,53.14285714,56.93877551,43.3819242,23.24031653,7.968108526,B-
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,6,25.71428571,44.08163265,47.2303207,35.98500625,19.27768192,6.609490943,A-
FEMALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,14.5,23.28571429,39.91836735,42.7696793,32.58642232,17.45701196,5.985261243,A
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,15,15.42857143,26.44897959,28.33819242,21.59100375,11.56660915,3.965694566,A
FEMALE,25,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,9,30.57142857,52.40816327,56.1516035,42.78217409,22.91902184,7.857950344,B+
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,15,26.28571429,45.06122449,48.27988338,36.78467305,19.70607485,6.75636852,A
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8,32.28571429,55.34693878,59.30029155,45.18117451,24.20420063,8.298583073,A-
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,18.71428571,32.08163265,34.37317784,26.18908788,14.02986851,4.810240631,A
MALE,24,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,13.5,17.85714286,30.6122449,32.79883382,24.98958767,13.38727911,4.589924266,A-
MALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,15,28.85714286,49.46938776,53.00291545,40.38317368,21.63384304,7.417317614,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.5,19.28571429,33.06122449,35.42274052,26.98875469,14.45826144,4.957118208,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10,20.14285714,34.53061224,36.99708455,28.18825489,15.10085084,5.177434572,A
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9.25,30.57142857,52.40816327,56.1516035,42.78217409,22.91902184,7.857950344,A-
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,11.25,44.57142857,76.40816327,81.86588921,62.37401083,33.41464866,11.45645097,A
MALE,23,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,13,18.85714286,32.32653061,34.63556851,26.38900458,14.13696674,4.846960025,A
MALE,26,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,6.75,20.57142857,35.26530612,37.78425656,28.788005,15.42214553,5.287592755,C
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,6,23.85714286,40.89795918,43.81924198,33.38608913,17.88540489,6.13213882,C
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12.25,18.71428571,32.08163265,34.37317784,26.18908788,14.02986851,4.810240631,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,15,15.42857143,26.44897959,28.33819242,21.59100375,11.56660915,3.965694566,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9.25,20,34.28571429,36.73469388,27.98833819,14.9937526,5.140715178,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,15,25.57142857,43.83673469,46.96793003,35.78508955,19.17058369,6.572771549,A
FEMALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,14.5,30.14285714,51.67346939,55.36443149,42.18242399,22.59772714,7.747792161,A
MALE,24,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,10.5,10.85714286,18.6122449,19.94169096,15.1936693,8.139465699,2.790673954,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,14.5,17.14285714,29.3877551,31.48688047,23.99000416,12.85178795,4.406327296,A
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9.25,25.14285714,43.10204082,46.18075802,35.18533944,18.84928899,6.462613367,A-
MALE,22,INDONESIA,TIADA PENAJA,SISTEM PENGOPERASIAN,6,14.57142857,24.97959184,26.7638484,20.39150354,10.92401975,3.745378201,D
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,15,17.14285714,29.3877551,31.48688047,23.99000416,12.85178795,4.406327296,A
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10,12.85714286,22.04081633,23.61516035,17.99250312,9.638840959,3.304745472,A-
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,11,13.14285714,22.53061224,24.13994169,18.39233653,9.853037425,3.37818426,B+
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9.25,11.85714286,20.32653061,21.77842566,16.59308621,8.889153329,3.047709713,A-
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12.56,11,18.85714286,20.20408163,15.39358601,8.246563932,2.827393348,A-
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10.88,16,27.42857143,29.3877551,22.39067055,11.99500208,4.112572143,A
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,13.88,15.28571429,26.20408163,28.07580175,21.39108705,11.45951092,3.928975172,B+
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,14.25,12,20.57142857,22.04081633,16.79300292,8.996251562,3.084429107,B+
MALE,22,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,14.06,21.14285714,36.24489796,38.83381924,29.5876718,15.85053847,5.434470331,A
FEMALE,22,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,10,23.57142857,40.40816327,43.29446064,32.98625573,17.67120843,6.058700031,B
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,11.63,46.71428571,80.08163265,85.80174927,65.37276135,35.02112215,12.00724188,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,5,4.428571429,7.591836735,8.134110787,6.197417743,3.320045219,1.138301218,D
FEMALE,21,YEMEN,TIADA PENAJA,SISTEM PENGOPERASIAN,5.5,13.71428571,23.51020408,25.18950437,19.19200333,10.28143036,3.525061836,C+
MALE,22,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,11.63,11.71428571,20.08163265,21.51603499,16.39316951,8.782055096,3.010990319,A
FEMALE,21,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.63,29.85714286,51.18367347,54.83965015,41.78259059,22.38353067,7.674353373,B
FEMALE,21,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,11.44,17.14285714,29.3877551,31.48688047,23.99000416,12.85178795,4.406327296,A-
FEMALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,14.81,12.14285714,20.81632653,22.303207,16.99291962,9.103349795,3.121148501,A
MALE,23,AFGHANISTAN,TIADA PENAJA,SISTEM PENGOPERASIAN,13.88,26.57142857,45.55102041,48.80466472,37.18450646,19.92027132,6.829807308,A
